sic_code,sic_name,group_code,group_name,division_code,division_name,url,sic_description,sic_examples
5511,Motor Vehicle Dealers (New and Used),55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=26&tab=description,"Establishments primarily engaged in the retail sale of new automobiles or new and used automobiles. These establishments frequently maintain repair departments and carry stocks of replacement parts, tires, batteries, and automotive accessories. These establishments also frequently sell pickups and vans at retail. ","Automobile agencies (dealers)-retail
Automobiles, new and used-retail
Cars, new and used-retail
Motor vehicle dealers, new and used cars-retail
Pickups and vans, new and used-retail"
5521,Motor Vehicle Dealers (Used Only),55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=27&tab=description,"Establishments primarily engaged in the retail sale of used cars only, with no sales of new automobiles. These establishments also frequently sell used pickups and vans at retail. ","Antique autos-retail
Automobiles, used cars only-retail
Motor vehicle dealers, used cars only-retail
Pickups and vans, used only-retail"
5531,Auto and Home Supply Stores,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=28&tab=description,"Establishments primarily engaged in the retail sale of new automobile tires, batteries, and other automobile parts and accessories. Such establishments frequently sell a substantial amount of home appliances, radios, and television sets. Establishments dealing primarily in used parts are classified in Wholesale Trade, Industry 5015. Establishments primarily engaged in both selling and installing such automotive parts as transmissions, mufflers, brake linings, and glass are classified in Services, Industry Group 753. ","Automobile accessory dealers-retail
Automobile air-conditioning equipment sale and installation-retail
Automobile parts dealers-retail
Battery dealers, automobile-retail
Speed shops-retail
Tire dealers, automotive-retail
Tire, battery, and accessory dealers-retail"
5541,Gasoline Service Stations,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=29&tab=description,"Gasoline service stations primarily engaged in selling gasoline and lubricating oils. These establishments frequently sell other merchandise, such as tires, batteries, and other automobile parts, or perform minor repair work. Gasoline stations combined with other activities, such as grocery stores, convenience stores, or carwashes, are classified according to the primary activity. ","Automobile service stations-retail
Filling stations, gasoline-retail
Gasoline and oil-retail
Marine service stations-retail
Service stations, gasoline-retail
Truck stops-retail"
5551,Boat Dealers,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=30&tab=description,"Establishments primarily engaged in the retail sale of new and used motor boats and other watercraft, marine supplies, and outboard motors. ","Boat dealers-retail
Marine supply dealers-retail
Motorboat dealers-retail
Outboard motor dealers-retail"
5561,Recreational Vehicle Dealers,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=31&tab=description,"Establishments primarily engaged in the retail sale of new and used motor homes, recreational trailers, and campers (pickup coaches). Establishments primarily engaged in the retail sale of mobile homes are classified in Industry 5271, and those selling utility trailers are classified in Industry 5599. ","Campers (pickup coaches) for mounting on trucks-retail
Motor home dealers-retail
Recreational vehicle dealers-retail
Recreational vehicle parts and accessories-retail
Travel trailers, automobile: new and used-retail"
5571,Motorcycle Dealers,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=32&tab=description,"Establishments primarily engaged in the retail sale of new and used motorcycles, including motor scooters and mopeds, and all-terrain vehicles. ","All-terrain vehicles-retail
Bicycles, motorized-retail
Mopeds-retail
Motor scooters-retail
Motorcycle dealers-retail
Motorcycle parts-retail"
5599,"Automotive Dealers, Not Elsewhere Classified",55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=33&tab=description,"Establishments primarily engaged in the retail sale of new and used automotive vehicles, utility trailers, and automotive equipment and supplies, not elsewhere classified, such as snowmobiles, dunebuggies, and gocarts. Also included in this industry are establishments primarily engaged in the retail sale of aircraft. ","Aircraft dealers-retail
Dunebuggies-retail
Gocarts-retail
Snowmobiles-retail
Trailers, utility-retail
Utility trailers-retail"
5651,Family Clothing Stores,56,Apparel And Accessory Stores,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=34&tab=description,"Establishments primarily engaged in the retail sale of clothing, furnishings, and accessories for men, women, and children, without specializing in sales for an individual sex or age group. ","Family clothing stores-retail
Jeans stores-retail
Unisex clothing stores-retail"
5712,Furniture Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=35&tab=description,"Establishments primarily engaged in the retail sale of household furniture. These stores may also sell home furnishings, major appliances, and floor coverings. ","Beds and springs-retail
Cabinet work on a custom basis to individual order-retail
Cabinets, kitchen: not built in-retail
Furniture, custom made-retail
Furniture, household, with or without furnishings and appliances-retail
Juvenile furniture-retail
Mattress stores, including custom made-retail
Outdoor furniture-retail
Waterbeds-retail"
5713,Floor Covering Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=36&tab=description,"Establishments primarily engaged in the retail sale of floor coverings. Establishments included in this industry may incidentally perform installation, but contractors primarily engaged in installing floor coverings for others are classified in Construction, Industry 1752. ","Floor covering stores-retail
Floor tile stores-retail
Linoleum stores-retail
Rug stores-retail"
5714,"Drapery, Curtain, and Upholstery Stores",57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=37&tab=description,"Establishments primarily engaged in the retail sale of draperies, curtains, and upholstery materials. Establishments primarily engaged in reupholstering or repairing furniture are classified in Services, Industry 7641. ","Curtain stores-retail
Drapery stores-retail
Slipcover stores-retail
Upholstery materials stores-retail"
5719,Miscellaneous home furnishings Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=38&tab=description,"Establishments primarily engaged in the retail sale of miscellaneous home-furnishings, such as china, glassware, and metalware for kitchen and table use; bedding and linen; brooms and brushes; lamps and shades; mirrors and pictures; venetian blinds; and window shades. Establishments primarily engaged in the retail sale of miscellaneous home furnishings by house-to-house canvass or by party-plan merchandising are classified in Industry 5963. ","Aluminum ware stores-retail
Bedding (sheets, blankets, spreads, and pillows)-retail
Brooms-retail
Brushes-retail
China stores-retail
Cookware-retail
Crockery stores-retail
Cutlery stores-retail
Enamelware stores-retail
Fireplace screens and accessories-retail       Fireplace stores-retail
Glassware stores-retail
Housewares stores-retail
Kitchenware stores-retail
Lamp and shade shops-retail
Linen shops-retail
Metalware stores-retail
Mirrors-retail
Pottery stores-retail
Tinware stores-retail
Venetian blind shops-retail
Window shade shops-retail
Wood-burning stoves-retail"
5722,Household Appliance Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=39&tab=description,"Establishments primarily engaged in the retail sale of electric and gas refrigerators, stoves, and other household appliances, such as electric irons, percolators, hot plates, and vacuum cleaners. Many such stores also sell radio and television sets. Retail stores operated by public utility companies and primarily engaged in the sale of electric and gas appliances for household use are classified in this industry. ","Air-conditioning room units, self-contained-retail
Electric household appliance stores-retail
Freezers, household-retail
Garbage disposers, electric-retail
Household appliance stores, electric or gas-retail
Kitchens, complete (sinks, cabinets etc.)-retail
Ranges, gas and electric-retail
Refrigerators and related electric and gas appliances-retail
Sewing machine stores-retail
Stoves and related electric and gas appliances-retail
Vacuum cleaner stores-retail"
5731,"Radio, Television, and Consumer Electronics Stores",57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=40&tab=description,"Establishments primarily engaged in the retail sale of radios, television sets, record players, stereo equipment, sound reproducing equipment, and other consumer audio and video electronics equipment (including automotive). Such establishments may also sell additional lines, such as household appliances; computers, computer peripheral equipment, and software; musical instruments; or records and prerecorded tapes. Establishments in this industry may perform incidental installation and repair work on radios, television sets, and other consumer electronic equipment. Establishments primarily engaged in the installation and repair of these products are classified in Services, Industry 7622. Establishments primarily engaged in the retail sale of computer equipment are classified in Industry 5734, and those selling electronic toys are classified in Industry 5945. ","Antenna stores, household-retail
Consumer electronic equipment stores-retail
High fidelity (hi-fi) equipment-retail
Phonograph stores-retail
Radio stores-retail
Radio-phonograph stores-retail
Tape recorders and players-retail
Television set stores-retail
Video camera stores-retail
Video tape recorder stores-retail"
5734,Computer and Computer Software Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=41&tab=description,"Establishments primarily engaged in the retail sale of computers, computer peripheral equipment, and software. Establishments primarily engaged in the sale of computers, computer peripheral equipment and software for business or professional use are classified in Wholesale Trade, Industry 5045. ","Computer printer stores-retail
Computer software stores-retail
Computer stores-retail
Peripheral equipment, computer stores-retail"
5735,Record and Prerecorded Tape Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=42&tab=description,"Establishments primarily engaged in the retail sale of phonograph records and prerecorded audio and video tapes and disks. Establishments primarily engaged in the retail sale of computer software are classified in Industry 5734, and those primarily engaged in the rental of video tapes are classified in Services, Industry 7841. ","Disks, music and video-retail
Record stores-retail
Tape stores, audio and video-retail
Video tape stores-retail"
5736,Musical Instrument Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=43&tab=description,"Establishments primarily engaged in the retail sale of musical instruments, sheet music, and similar supplies. ","Musical instrument stores-retail
Piano stores-retail
Sheet music stores-retail"
5812,Eating Places,58,Eating And Drinking Places,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=44&tab=description,Establishments primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry. ,"Automats (eating places)
Beaneries
Box lunch stands
Buffets (eating places)
Cafes
Cafeterias
Carry-out restaurants
Caterers
Coffee shops
Commissary restaurants
Concession stands, prepared food (e.g., in airports and sports arenas)
Contract feeding
Dairy bars
Diners (eating places)
Dining rooms
Dinner theaters
Drive-in restaurants
Fast food restaurants
Food bars
Food service, institutional
Frozen custard stands
Grills (eating places)
Hamburger stands
Hot dog (frankfurter) stands
Ice cream stands
Industrial feeding
Lunch bars
Lunch counters
Luncheonettes
Lunchrooms
Oyster bars
Pizza parlors
Pizzerias
Refreshment stands
Restaurants
Restaurants, carry-out
Restaurants, fast food
Sandwich bars or shops
Snack shops
Soda fountains
Soft drink stands
Submarine sandwich shops
Tea rooms
Theaters, dinner"
5813,Drinking Places (alcoholic Beverages),58,Eating And Drinking Places,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=45&tab=description,"Establishments primarily engaged in the retail sale of alcoholic drinks, such as beer, ale, wine, and liquor, for consumption on the premises. The sale of food frequently accounts for a substantial portion of the receipts of these establishments. ","Bars (alcoholic beverage drinking places)
Beer gardens (drinking places)
Beer parlors (tap rooms)
Beer taverns
Beer, wine, and liquors: sale for on-premise consumption
Bottle clubs (drinking places)
Cabarets
Cocktail lounges
Discotheques, alcoholic beverage
Drinking places, alcoholic beverages
Night clubs
Saloons (drinking places)
Tap rooms (drinking places)
Taverns (drinking places)
Wine bars"
5912,Drug Stores and Proprietary Stores,59,Miscellaneous Retail,G,Retail Trade,https://www.osha.gov/pls/imis/sic_manual.display?id=46&tab=description,"Establishments engaged in the retail sale of prescription drugs, proprietary drugs, and non-prescription medicines, and which may also carry a number of related lines, such as cosmetics, toiletries, tobacco, and novelty merchandise. These stores are included on the basis of their usual trade designation rather than on the stricter interpretation of commodities handled. This industry includes drug stores which also operate a soda fountain or lunch counter. ","Apothecaries-retail
Drug stores-retail
Pharmacies-retail
Proprietary (non-prescription medicines) stores-retail"
